timestamp, temp, humi
1555092502.09, 23.247875, 1.539735
1555092503.09, 23.251024, 1.540132
1555092504.1, 23.238529, 1.540574
1555092505.1, 23.249474, 1.539577
1555092506.1, 23.242680, 1.539926
1555092507.1, 23.250475, 1.538828
1555092508.11, 23.256430, 1.540154
1555092509.11, 23.258446, 1.540207
1555092510.11, 23.261753, 1.540164
1555092511.12, 23.255562, 1.539779
1555092512.12, 23.251465, 1.541098
1555092513.12, 23.250278, 1.539594
1555092514.13, 23.246681, 1.538969
1555092515.13, 23.260710, 1.539556
1555092516.13, 23.265808, 1.540513
1555092517.13, 23.262552, 1.538963
1555092518.14, 23.260744, 1.538762
1555092519.14, 23.270840, 1.539851
1555092520.14, 23.252611, 1.541015
1555092521.15, 23.265711, 1.540274
1555092522.15, 23.263468, 1.539961
1555092523.15, 23.264366, 1.539683
1555092524.15, 23.247091, 1.538981
1555092525.16, 23.260286, 1.539319
1555092526.16, 23.255598, 1.539437
1555092527.16, 23.262411, 1.540198
1555092528.17, 23.259600, 1.540066
1555092529.17, 23.272396, 1.539764
1555092530.17, 23.255510, 1.539529
1555092531.17, 23.241982, 1.540877
1555092532.18, 23.261084, 1.539949
1555092533.18, 23.271509, 1.539181
1555092534.18, 23.265446, 1.539647
1555092535.18, 23.275902, 1.540768
1555092536.19, 23.272223, 1.540460
1555092537.19, 23.260298, 1.540603
1555092538.19, 23.284836, 1.539433
1555092539.19, 23.282671, 1.539545
1555092540.2, 23.268179, 1.540413
1555092541.2, 23.281778, 1.540551
1555092542.2, 23.280886, 1.540898
1555092543.21, 23.270531, 1.539685
1555092544.21, 23.267141, 1.540206
1555092545.21, 23.266428, 1.539817
1555092546.21, 23.278608, 1.539466
1555092547.22, 23.269505, 1.540439
1555092548.22, 23.275686, 1.539921
1555092549.22, 23.277456, 1.539692
1555092550.22, 23.277109, 1.538714
1555092551.23, 23.276896, 1.539961
1555092552.23, 23.288351, 1.539048
1555092553.23, 23.287951, 1.539515
1555092554.24, 23.265175, 1.538802
1555092555.24, 23.273386, 1.539722
1555092556.24, 23.275913, 1.539235
1555092557.25, 23.290354, 1.539461
1555092558.25, 23.269449, 1.540644
1555092559.25, 23.278046, 1.540505
1555092560.25, 23.270500, 1.539840
1555092561.26, 23.283638, 1.539525
1555092562.26, 23.262739, 1.539595
1555092563.26, 23.292149, 1.539588
1555092564.27, 23.288185, 1.541111
1555092565.27, 23.285786, 1.540496
1555092566.27, 23.283993, 1.540243
1555092567.27, 23.280479, 1.539915
1555092568.28, 23.280287, 1.539813
1555092569.28, 23.288633, 1.540305
1555092570.28, 23.289402, 1.540522
1555092571.29, 23.280632, 1.540576
1555092572.29, 23.277096, 1.540250
1555092573.29, 23.289650, 1.540934
1555092574.29, 23.287956, 1.540737
1555092575.3, 23.297153, 1.540954
1555092576.3, 23.306181, 1.540103
1555092577.3, 23.289425, 1.539208
1555092578.31, 23.282288, 1.539909
1555092579.31, 23.294449, 1.539175
1555092580.31, 23.291182, 1.539326
1555092581.31, 23.283878, 1.540294
1555092582.32, 23.297834, 1.539102
1555092583.32, 23.288544, 1.539934
1555092584.32, 23.292725, 1.539950
1555092585.33, 23.300823, 1.538833
1555092586.33, 23.292521, 1.540261
1555092587.33, 23.290274, 1.539219
1555092588.34, 23.305786, 1.539034
1555092589.34, 23.299156, 1.539338
1555092590.34, 23.296915, 1.538730
1555092591.35, 23.310568, 1.539674
1555092592.35, 23.306017, 1.539406
1555092593.35, 23.297068, 1.539891
1555092594.35, 23.313009, 1.539754
1555092595.36, 23.301914, 1.540232
1555092596.36, 23.308058, 1.539092
1555092597.36, 23.306503, 1.539672
1555092598.37, 23.310110, 1.540527
1555092599.37, 23.308210, 1.540011
1555092600.37, 23.297207, 1.540245
1555092601.37, 23.310822, 1.539465
1555092602.38, 23.303362, 1.540318
1555092603.38, 23.301846, 1.540570
1555092604.38, 23.314320, 1.540504
1555092605.39, 23.313883, 1.540869
1555092606.39, 23.322958, 1.540292
1555092607.39, 23.299908, 1.540355
1555092608.4, 23.305199, 1.540104
1555092609.4, 23.317451, 1.539472
1555092610.4, 23.321751, 1.540787
1555092611.4, 23.314816, 1.539586
1555092612.41, 23.324089, 1.539473
1555092613.41, 23.327684, 1.539357
1555092614.41, 23.315359, 1.541555
1555092615.42, 23.315325, 1.541043
1555092616.42, 23.314005, 1.539446
1555092617.42, 23.311924, 1.540446
1555092618.42, 23.312607, 1.539126
1555092619.43, 23.319838, 1.539375
1555092620.43, 23.327858, 1.539652
1555092621.43, 23.316803, 1.539652
1555092622.44, 23.315166, 1.540347
1555092623.44, 23.326679, 1.540146
1555092624.44, 23.311466, 1.539738
1555092625.45, 23.316124, 1.539548
1555092626.45, 23.325130, 1.540815
1555092627.45, 23.326820, 1.539677
1555092628.46, 23.319445, 1.539740
1555092629.46, 23.314816, 1.540370
1555092630.46, 23.309713, 1.539654
1555092631.47, 23.328577, 1.539446
1555092632.47, 23.333588, 1.539302
1555092633.47, 23.325378, 1.539620
1555092634.47, 23.326870, 1.540544
1555092635.48, 23.320236, 1.540990
1555092636.48, 23.331472, 1.541159
1555092637.48, 23.325890, 1.539866
1555092638.49, 23.332268, 1.540926
1555092639.49, 23.334545, 1.539945
1555092640.49, 23.343176, 1.539790
1555092641.49, 23.332256, 1.539957
1555092642.5, 23.331905, 1.541835
1555092643.5, 23.340298, 1.540050
1555092644.5, 23.344723, 1.539317
1555092645.51, 23.328560, 1.539907
1555092646.51, 23.333435, 1.539462
1555092647.51, 23.326786, 1.539558
1555092648.52, 23.331686, 1.539032
1555092649.52, 23.334316, 1.539587
1555092650.52, 23.338095, 1.540332
1555092651.52, 23.348228, 1.539708
1555092652.53, 23.341238, 1.538504
1555092653.53, 23.344526, 1.538114
1555092654.53, 23.329964, 1.539430
1555092655.54, 23.346617, 1.539717
1555092656.54, 23.339457, 1.538426
1555092657.54, 23.336733, 1.539205
1555092658.55, 23.331427, 1.539493
1555092659.55, 23.339806, 1.539973
1555092660.55, 23.351545, 1.540037
1555092661.56, 23.354004, 1.539914
1555092662.56, 23.360888, 1.540129
1555092663.56, 23.348083, 1.540555
1555092664.57, 23.354258, 1.540974
1555092665.57, 23.344627, 1.540315
1555092666.57, 23.347736, 1.539995
1555092667.57, 23.346764, 1.540330
1555092668.58, 23.324379, 1.539222
1555092669.58, 23.339146, 1.540377
1555092670.58, 23.346985, 1.540153
1555092671.59, 23.340073, 1.539360
1555092672.59, 23.344193, 1.539854
1555092673.59, 23.349508, 1.538468
1555092674.6, 23.346550, 1.539854
1555092675.6, 23.350563, 1.539123
1555092676.6, 23.354506, 1.539632
1555092677.6, 23.366859, 1.539006
1555092678.61, 23.353676, 1.540195
1555092679.61, 23.365601, 1.540485
1555092680.61, 23.332590, 1.539779
1555092681.62, 23.349968, 1.539837
1555092682.62, 23.363796, 1.539246
1555092683.62, 23.350233, 1.539425
1555092684.62, 23.348160, 1.540299
1555092685.63, 23.359659, 1.540685
1555092686.63, 23.354271, 1.539523
1555092687.63, 23.350397, 1.539420
1555092688.64, 23.365791, 1.540308
1555092689.64, 23.348183, 1.539279
1555092690.64, 23.360350, 1.539717
1555092691.65, 23.353207, 1.540141
1555092692.65, 23.353659, 1.540389
1555092693.65, 23.347414, 1.539631
1555092694.66, 23.341650, 1.539775
1555092695.66, 23.360756, 1.540696
1555092696.66, 23.361546, 1.540986
1555092697.66, 23.365063, 1.540927
1555092698.67, 23.375723, 1.541069
1555092699.67, 23.364576, 1.540229
1555092700.67, 23.368399, 1.540418
1555092701.68, 23.377716, 1.540244
1555092702.68, 23.366386, 1.538925
1555092703.68, 23.352133, 1.539298
1555092704.69, 23.362558, 1.539486
1555092705.69, 23.371738, 1.541146
1555092706.69, 23.367985, 1.539715
1555092707.69, 23.369612, 1.539960
1555092708.7, 23.374016, 1.539988
1555092709.7, 23.375862, 1.539125
1555092710.7, 23.369675, 1.540713
1555092711.71, 23.365883, 1.540601
1555092712.71, 23.379475, 1.538985
